"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"11256","18 wk","older","D",6,"LI","inc infection",0
"11257","18 wk","older","D",7,"LI","inc infection",0
"11258","18 wk","older","D",8,"LI","inc infection",0
"11259","18 wk","older","D",9,"LI","inc infection",0
"11260","18 wk","older","D",10,"LI","inc infection",0
"11261","18 wk","older","D",11,"LI","inc infection",0
"11262","18 wk","older","D",12,"LI","inc infection",0
"11263","18 wk","older","D",13,"LI","inc infection",0
"11264","18 wk","older","D",14,"LI","inc infection",0
"11265","18 wk","older","D",15,"LI","inc infection",0
"11266","18 wk","older","D",16,"LI","inc infection",0
"11267","18 wk","older","D",17,"LI","inc infection",0
"11268","18 wk","older","D",18,"LI","inc infection",0
"11269","18 wk","older","D",19,"LI","inc infection",0
"11270","18 wk","older","D",20,"LI","inc infection",0
"11271","18 wk","older","D",21,"LI","inc infection",0
"11272","18 wk","older","D",22,"LI","inc infection",0
"11273","18 wk","older","D",23,"LI","inc infection",0
"11274","18 wk","older","D",24,"LI","inc infection",0
"11275","18 wk","older","D",25,"LI","inc infection",0
"11276","18 wk","older","D",26,"LI","inc infection",0
"11277","18 wk","older","D",27,"LI","inc infection",0
"11278","18 wk","older","D",28,"LI","inc infection",0
"11279","18 wk","older","D",29,"LI","inc infection",0
"11280","18 wk","older","D",30,"LI","inc infection",0
"11281","18 wk","older","D",31,"LI","inc infection",0
"11282","18 wk","older","D",32,"LI","inc infection",0
"11283","18 wk","older","D",33,"LI","inc infection",0
"11284","18 wk","older","D",34,"LI","inc infection",0
"11285","18 wk","older","D",35,"LI","inc infection",0
"11286","18 wk","older","D",36,"LI","inc infection",0
"11287","18 wk","older","D",37,"LI","inc infection",0
"11288","18 wk","older","D",38,"LI","inc infection",0
"11289","18 wk","older","D",39,"LI","inc infection",0
"11290","18 wk","older","D",40,"LI","inc infection",0
"11291","18 wk","older","D",41,"LI","inc infection",0
"11292","18 wk","older","D",42,"LI","inc infection",0
"11293","18 wk","older","D",43,"LI","inc infection",0
"11294","18 wk","older","D",44,"LI","inc infection",0
"11295","18 wk","older","D",45,"LI","inc infection",0
"11296","18 wk","older","D",46,"LI","inc infection",0
"11297","18 wk","older","D",47,"LI","inc infection",0
"11298","18 wk","older","D",48,"LI","inc infection",0
"11299","18 wk","older","D",49,"LI","inc infection",0
"11300","18 wk","older","D",50,"LI","inc infection",0
"11301","18 wk","older","D",51,"LI","inc infection",0
"11302","18 wk","older","D",52,"LI","inc infection",0
"11303","18 wk","older","D",53,"LI","inc infection",0
"11304","18 wk","older","D",54,"LI","inc infection",0
"11305","18 wk","older","D",55,"LI","inc infection",0
"11306","18 wk","older","D",56,"LI","inc infection",0
"11307","18 wk","older","D",57,"LI","inc infection",0
"11308","18 wk","older","D",58,"LI","inc infection",0
"11309","18 wk","older","D",59,"LI","inc infection",0
"11310","18 wk","older","D",60,"LI","inc infection",0
"11311","18 wk","older","D",61,"LI","inc infection",0
"11312","18 wk","older","D",62,"LI","inc infection",0
"11313","18 wk","older","D",63,"LI","inc infection",0
"11314","18 wk","older","D",64,"LI","inc infection",0
"11315","18 wk","older","D",65,"LI","inc infection",0
"11316","18 wk","older","D",66,"LI","inc infection",0
"11317","18 wk","older","D",67,"LI","inc infection",0
"11318","18 wk","older","D",68,"LI","inc infection",0
"11319","18 wk","older","D",69,"LI","inc infection",0
"11320","18 wk","older","D",70,"LI","inc infection",0
"11321","18 wk","older","D",71,"LI","inc infection",0
"11322","18 wk","older","D",72,"LI","inc infection",0
"11323","18 wk","older","D",73,"LI","inc infection",0
"11324","18 wk","older","D",74,"LI","inc infection",0
"11325","18 wk","older","D",75,"LI","inc infection",0
"11326","18 wk","older","D",76,"LI","inc infection",0
"11327","18 wk","older","D",77,"LI","inc infection",0
"11328","18 wk","older","D",78,"LI","inc infection",0
"11329","18 wk","older","D",79,"LI","inc infection",0
"11330","18 wk","older","D",80,"LI","inc infection",0
"11331","18 wk","older","D",81,"LI","inc infection",0
"11332","18 wk","older","D",82,"LI","inc infection",0
"11333","18 wk","older","D",83,"LI","inc infection",0
"11334","18 wk","older","D",84,"LI","inc infection",0
"11335","18 wk","older","D",85,"LI","inc infection",0
"11336","18 wk","older","D",86,"LI","inc infection",0
"11337","18 wk","older","D",87,"LI","inc infection",0
"11338","18 wk","older","D",88,"LI","inc infection",0
"11339","18 wk","older","D",89,"LI","inc infection",0
"11340","18 wk","older","D",90,"LI","inc infection",0
"11341","19 wk","adult","A",1,"LI","inc infection",0
"11342","19 wk","adult","A",2,"LI","inc infection",0
"11343","19 wk","adult","A",3,"LI","inc infection",0
"11344","19 wk","adult","A",4,"LI","inc infection",0
"11345","19 wk","adult","A",5,"LI","inc infection",0
"11346","19 wk","adult","A",6,"LI","inc infection",0
"11347","19 wk","adult","A",7,"LI","inc infection",0
"11348","19 wk","adult","A",8,"LI","inc infection",0
"11349","19 wk","adult","A",19,"LI","inc infection",0
"11350","19 wk","adult","A",20,"LI","inc infection",0
"11351","19 wk","adult","A",21,"LI","inc infection",0
"11352","19 wk","adult","A",22,"LI","inc infection",0
"11353","19 wk","adult","A",23,"LI","inc infection",0
"11354","19 wk","adult","A",24,"LI","inc infection",0
"11355","19 wk","adult","A",25,"LI","inc infection",0
"11356","19 wk","adult","A",26,"LI","inc infection",0
"11357","19 wk","adult","A",37,"LI","inc infection",0
"11358","19 wk","adult","A",38,"LI","inc infection",0
"11359","19 wk","adult","A",39,"LI","inc infection",0
"11360","19 wk","adult","A",40,"LI","inc infection",0
"11361","19 wk","adult","A",41,"LI","inc infection",0
"11362","19 wk","adult","A",42,"LI","inc infection",0
"11363","19 wk","adult","A",43,"LI","inc infection",0
"11364","19 wk","adult","A",44,"LI","inc infection",0
"11365","19 wk","adult","A",55,"LI","inc infection",0
"11366","19 wk","adult","A",56,"LI","inc infection",0
"11367","19 wk","adult","A",57,"LI","inc infection",0
"11368","19 wk","adult","A",58,"LI","inc infection",0
"11369","19 wk","adult","A",59,"LI","inc infection",0
"11370","19 wk","adult","A",60,"LI","inc infection",0
"11371","19 wk","adult","A",61,"LI","inc infection",0
"11372","19 wk","adult","A",62,"LI","inc infection",0
"11373","19 wk","adult","A",73,"LI","inc infection",0
"11374","19 wk","adult","A",74,"LI","inc infection",0
"11375","19 wk","adult","A",75,"LI","inc infection",0
"11376","19 wk","adult","A",76,"LI","inc infection",0
"11377","19 wk","adult","A",77,"LI","inc infection",0
"11378","19 wk","adult","A",78,"LI","inc infection",0
"11379","19 wk","adult","A",79,"LI","inc infection",0
"11380","19 wk","adult","A",80,"LI","inc infection",0
"11381","19 wk","adult","B",1,"LI","inc infection",0
"11382","19 wk","adult","B",2,"LI","inc infection",0
"11383","19 wk","adult","B",3,"LI","inc infection",0
"11384","19 wk","adult","B",4,"LI","inc infection",0
"11385","19 wk","adult","B",5,"LI","inc infection",0
"11386","19 wk","adult","B",6,"LI","inc infection",0
"11387","19 wk","adult","B",7,"LI","inc infection",0
"11388","19 wk","adult","B",8,"LI","inc infection",0
"11389","19 wk","adult","B",19,"LI","inc infection",0
"11390","19 wk","adult","B",20,"LI","inc infection",0
"11391","19 wk","adult","B",21,"LI","inc infection",0
"11392","19 wk","adult","B",22,"LI","inc infection",0
"11393","19 wk","adult","B",23,"LI","inc infection",0
"11394","19 wk","adult","B",24,"LI","inc infection",0
"11395","19 wk","adult","B",25,"LI","inc infection",0
"11396","19 wk","adult","B",26,"LI","inc infection",0
"11397","19 wk","adult","B",37,"LI","inc infection",0
"11398","19 wk","adult","B",38,"LI","inc infection",0
"11399","19 wk","adult","B",39,"LI","inc infection",0
"11400","19 wk","adult","B",40,"LI","inc infection",0
"11401","19 wk","adult","B",41,"LI","inc infection",0
"11402","19 wk","adult","B",42,"LI","inc infection",0
"11403","19 wk","adult","B",43,"LI","inc infection",0
"11404","19 wk","adult","B",44,"LI","inc infection",0
"11405","19 wk","adult","B",55,"LI","inc infection",0
"11406","19 wk","adult","B",56,"LI","inc infection",0
"11407","19 wk","adult","B",57,"LI","inc infection",0
"11408","19 wk","adult","B",58,"LI","inc infection",0
"11409","19 wk","adult","B",59,"LI","inc infection",0
"11410","19 wk","adult","B",60,"LI","inc infection",0
"11411","19 wk","adult","B",61,"LI","inc infection",0
"11412","19 wk","adult","B",62,"LI","inc infection",0
"11413","19 wk","adult","B",73,"LI","inc infection",0
"11414","19 wk","adult","B",74,"LI","inc infection",0
"11415","19 wk","adult","B",75,"LI","inc infection",0
"11416","19 wk","adult","B",76,"LI","inc infection",0
"11417","19 wk","adult","B",77,"LI","inc infection",0
"11418","19 wk","adult","B",78,"LI","inc infection",0
"11419","19 wk","adult","B",79,"LI","inc infection",0
"11420","19 wk","adult","B",80,"LI","inc infection",0
"11421","19 wk","adult","C",1,"LI","inc infection",0
"11422","19 wk","adult","C",2,"LI","inc infection",0
"11423","19 wk","adult","C",3,"LI","inc infection",0
"11424","19 wk","adult","C",4,"LI","inc infection",0
"11425","19 wk","adult","C",5,"LI","inc infection",0
"11426","19 wk","adult","C",6,"LI","inc infection",0
"11427","19 wk","adult","C",7,"LI","inc infection",0
"11428","19 wk","adult","C",8,"LI","inc infection",0
"11429","19 wk","adult","C",19,"LI","inc infection",0
"11430","19 wk","adult","C",20,"LI","inc infection",0
"11431","19 wk","adult","C",21,"LI","inc infection",0
"11432","19 wk","adult","C",22,"LI","inc infection",0
"11433","19 wk","adult","C",23,"LI","inc infection",0
"11434","19 wk","adult","C",24,"LI","inc infection",0
"11435","19 wk","adult","C",25,"LI","inc infection",0
"11436","19 wk","adult","C",26,"LI","inc infection",0
"11437","19 wk","adult","C",37,"LI","inc infection",0
"11438","19 wk","adult","C",38,"LI","inc infection",0
"11439","19 wk","adult","C",39,"LI","inc infection",0
"11440","19 wk","adult","C",40,"LI","inc infection",0
"11441","19 wk","adult","C",41,"LI","inc infection",0
"11442","19 wk","adult","C",42,"LI","inc infection",0
"11443","19 wk","adult","C",43,"LI","inc infection",0
"11444","19 wk","adult","C",44,"LI","inc infection",0
"11445","19 wk","adult","C",55,"LI","inc infection",0
"11446","19 wk","adult","C",56,"LI","inc infection",0
"11447","19 wk","adult","C",57,"LI","inc infection",0
"11448","19 wk","adult","C",58,"LI","inc infection",0
"11449","19 wk","adult","C",59,"LI","inc infection",0
"11450","19 wk","adult","C",60,"LI","inc infection",0
"11451","19 wk","adult","C",61,"LI","inc infection",0
"11452","19 wk","adult","C",62,"LI","inc infection",0
"11453","19 wk","adult","C",73,"LI","inc infection",0
"11454","19 wk","adult","C",74,"LI","inc infection",0
"11455","19 wk","adult","C",75,"LI","inc infection",0
"11456","19 wk","adult","C",76,"LI","inc infection",0
"11457","19 wk","adult","C",77,"LI","inc infection",0
"11458","19 wk","adult","C",78,"LI","inc infection",0
"11459","19 wk","adult","C",79,"LI","inc infection",0
"11460","19 wk","adult","C",80,"LI","inc infection",0
"11461","19 wk","adult","D",1,"LI","inc infection",0
"11462","19 wk","adult","D",2,"LI","inc infection",0
"11463","19 wk","adult","D",3,"LI","inc infection",0
"11464","19 wk","adult","D",4,"LI","inc infection",0
"11465","19 wk","adult","D",5,"LI","inc infection",0
"11466","19 wk","adult","D",6,"LI","inc infection",0
"11467","19 wk","adult","D",7,"LI","inc infection",0
"11468","19 wk","adult","D",8,"LI","inc infection",0
"11469","19 wk","adult","D",9,"LI","inc infection",0
"11470","19 wk","adult","D",10,"LI","inc infection",0
"11471","19 wk","adult","D",11,"LI","inc infection",0
"11472","19 wk","adult","D",12,"LI","inc infection",0
"11473","19 wk","adult","D",13,"LI","inc infection",0
"11474","19 wk","adult","D",14,"LI","inc infection",0
"11475","19 wk","adult","D",15,"LI","inc infection",0
"11476","19 wk","adult","D",16,"LI","inc infection",0
"11477","19 wk","adult","D",17,"LI","inc infection",0
"11478","19 wk","adult","D",18,"LI","inc infection",0
"11479","19 wk","adult","D",19,"LI","inc infection",0
"11480","19 wk","adult","D",20,"LI","inc infection",0
"11481","19 wk","adult","D",21,"LI","inc infection",0
"11482","19 wk","adult","D",22,"LI","inc infection",0
"11483","19 wk","adult","D",23,"LI","inc infection",0
"11484","19 wk","adult","D",24,"LI","inc infection",0
"11485","19 wk","adult","D",25,"LI","inc infection",0
"11486","19 wk","adult","D",26,"LI","inc infection",0
"11487","19 wk","adult","D",27,"LI","inc infection",0
"11488","19 wk","adult","D",28,"LI","inc infection",0
"11489","19 wk","adult","D",29,"LI","inc infection",0
"11490","19 wk","adult","D",30,"LI","inc infection",0
"11491","19 wk","adult","D",31,"LI","inc infection",0
"11492","19 wk","adult","D",32,"LI","inc infection",0
"11493","19 wk","adult","D",33,"LI","inc infection",0
"11494","19 wk","adult","D",34,"LI","inc infection",0
"11495","19 wk","adult","D",35,"LI","inc infection",0
"11496","19 wk","adult","D",36,"LI","inc infection",0
"11497","19 wk","adult","D",37,"LI","inc infection",0
"11498","19 wk","adult","D",38,"LI","inc infection",0
"11499","19 wk","adult","D",39,"LI","inc infection",0
"11500","19 wk","adult","D",40,"LI","inc infection",0
"11501","19 wk","adult","D",41,"LI","inc infection",0
"11502","19 wk","adult","D",42,"LI","inc infection",0
"11503","19 wk","adult","D",43,"LI","inc infection",0
"11504","19 wk","adult","D",44,"LI","inc infection",0
"11505","19 wk","adult","D",45,"LI","inc infection",0
"11506","19 wk","adult","D",46,"LI","inc infection",0
"11507","19 wk","adult","D",47,"LI","inc infection",0
"11508","19 wk","adult","D",48,"LI","inc infection",0
"11509","19 wk","adult","D",49,"LI","inc infection",0
"11510","19 wk","adult","D",50,"LI","inc infection",0
"11511","19 wk","adult","D",51,"LI","inc infection",0
"11512","19 wk","adult","D",52,"LI","inc infection",0
"11513","19 wk","adult","D",53,"LI","inc infection",0
"11514","19 wk","adult","D",54,"LI","inc infection",0
"11515","19 wk","adult","D",55,"LI","inc infection",0
"11516","19 wk","adult","D",56,"LI","inc infection",0
"11517","19 wk","adult","D",57,"LI","inc infection",0
"11518","19 wk","adult","D",58,"LI","inc infection",0
"11519","19 wk","adult","D",59,"LI","inc infection",0
"11520","19 wk","adult","D",60,"LI","inc infection",0
"11521","19 wk","adult","D",61,"LI","inc infection",0
"11522","19 wk","adult","D",62,"LI","inc infection",0
"11523","19 wk","adult","D",63,"LI","inc infection",0
"11524","19 wk","adult","D",64,"LI","inc infection",0
"11525","19 wk","adult","D",65,"LI","inc infection",0
"11526","19 wk","adult","D",66,"LI","inc infection",0
"11527","19 wk","adult","D",67,"LI","inc infection",0
"11528","19 wk","adult","D",68,"LI","inc infection",0
"11529","19 wk","adult","D",69,"LI","inc infection",0
"11530","19 wk","adult","D",70,"LI","inc infection",0
"11531","19 wk","adult","D",71,"LI","inc infection",0
"11532","19 wk","adult","D",72,"LI","inc infection",0
"11533","19 wk","adult","D",73,"LI","inc infection",0
"11534","19 wk","adult","D",74,"LI","inc infection",0
"11535","19 wk","adult","D",75,"LI","inc infection",0
"11536","19 wk","adult","D",76,"LI","inc infection",0
"11537","19 wk","adult","D",77,"LI","inc infection",0
"11538","19 wk","adult","D",78,"LI","inc infection",0
"11539","19 wk","adult","D",79,"LI","inc infection",0
"11540","19 wk","adult","D",80,"LI","inc infection",0
"11541","19 wk","adult","D",81,"LI","inc infection",0
"11542","19 wk","adult","D",82,"LI","inc infection",0
"11543","19 wk","adult","D",83,"LI","inc infection",0
"11544","19 wk","adult","D",84,"LI","inc infection",0
"11545","19 wk","adult","D",85,"LI","inc infection",0
"11546","19 wk","adult","D",86,"LI","inc infection",0
"11547","19 wk","adult","D",87,"LI","inc infection",0
"11548","19 wk","adult","D",88,"LI","inc infection",0
"11549","19 wk","adult","D",89,"LI","inc infection",0
"11550","19 wk","adult","D",90,"LI","inc infection",0
"11551","19 wk","child","A",1,"LI","inc infection",0
"11552","19 wk","child","A",2,"LI","inc infection",0
"11553","19 wk","child","A",3,"LI","inc infection",0
"11554","19 wk","child","A",4,"LI","inc infection",0
"11555","19 wk","child","A",5,"LI","inc infection",0
"11556","19 wk","child","A",6,"LI","inc infection",0
"11557","19 wk","child","A",7,"LI","inc infection",0
"11558","19 wk","child","A",8,"LI","inc infection",0
"11559","19 wk","child","A",19,"LI","inc infection",0
"11560","19 wk","child","A",20,"LI","inc infection",0
"11561","19 wk","child","A",21,"LI","inc infection",0
"11562","19 wk","child","A",22,"LI","inc infection",0
